Date,City,ExpenseType,Amount,
5/21/2015,Pernampattu,India,Entertainment,254654
12/18/2014,Manjlegaon,India,Grocery,249244
3/24/2014,Arsikere,India,Food,150090
10/11/2014,Ujjain,India,Fuel,108764
7/22/2014,Medinipur,India,Grocery,26474
3/20/2014,Kanpur,India,Fuel,169989
4/13/2015,Jammu,India,Food,222271
7/25/2014,Nagarkurnool,India,Bills,46549
2/19/2015,Varkala,India,Bills,155585
2/16/2014,Mandideep,India,Fuel,218697
11/28/2014,Rasra,India,Entertainment,171922
4/28/2014,Fazilka,India,Food,14949
4/29/2014,Punganur,India,Food,51833
11/22/2014,Sankeshwara,India,Fuel,270775
10/17/2013,Tiruvannamalai,India,Food,223778
4/28/2015,Thoubal,India,Bills,203282
2/16/2015,Tiruvethipuram,India,Entertainment,97290
11/28/2013,Tanuku,India,Fuel,133377
1/15/2014,Ongole,India,Bills,118036
4/30/2014,Mahesana,India,Entertainment,170751
1/17/2014,Chittur-Thathamangalam,India,Fuel,5763
4/17/2014,Hardoi,India,Fuel,19155
8/31/2014,Pandharkaoda,India,Grocery,145599
10/30/2014,Jhargram,India,Grocery,67345
2/28/2015,Bhubaneswar,India,Fuel,61287
11/27/2013,Tura,India,Fuel,160561
3/23/2015,Uravakonda,India,Food,4131
11/10/2013,Tirukalukundram,India,Entertainment,265252
8/23/2014,Pollachi,India,Grocery,79289
11/28/2014,Kharar,India,Fuel,168017
1/26/2015,Nimbahera,India,Grocery,99971
10/19/2013,Narasapuram,India,Entertainment,204959
3/29/2015,Ranaghat,India,Food,19343
4/12/2015,Udaipur,India,Entertainment,92671
10/31/2014,Shegaon,India,Grocery,274618
3/16/2015,Cherthala,India,Grocery,203426
3/27/2015,Purulia,India,Bills,169476
4/15/2015,Phaltan,India,Grocery,210307
1/24/2014,Mahnar Bazar,India,Bills,76940
11/27/2013,Jalpaiguri,India,Food,182290
3/10/2015,Kharar,India,Grocery,214406
9/12/2014,Machilipatnam,India,Grocery,286912
5/13/2015,Kannur,India,Bills,139494
3/10/2014,Baramula,India,Entertainment,259311
3/27/2015,Musabani,India,Food,176658
5/21/2014,Warora,India,Fuel,92445
3/26/2014,Unnao,India,Fuel,23935
5/29/2014,Rampurhat,India,Fuel,174755
2/26/2015,Mahasamund,India,Bills,107885
12/17/2013,Bhadrachalam,India,Grocery,255926
1/18/2015,Puttur,India,Food,227090
5/31/2014,Sanand,India,Entertainment,265916
1/27/2015,Dumka,India,Fuel,49824
11/26/2014,Jalandhar Cantt.,India,Food,44293
1/29/2015,Tuensang,India,Grocery,96201
1/31/2015,Baramula,India,Grocery,178803
6/30/2014,Modasa,India,Food,130975
9/20/2014,Vadnagar,India,Bills,58024
10/31/2013,Etawah,India,Food,33688
3/18/2015,Sultanganj,India,Entertainment,98153
10/19/2014,Balaghat,India,Bills,128990
5/15/2015,Pollachi,India,Fuel,240440
10/20/2013,Talaja,India,Fuel,119093
9/19/2014,Revelganj,India,Fuel,176210
3/22/2014,Mandla,India,Fuel,291739
1/30/2015,Udumalaipettai,India,Entertainment,252653
3/29/2015,Morvi,India,Bills,294627
12/14/2014,Palwancha,India,Grocery,224461
8/27/2014,Khair,India,Entertainment,60818
12/24/2013,Muktsar,India,Bills,66387
4/29/2014,Sambalpur,India,Grocery,76082
8/23/2014,Hardwar,India,Grocery,58849
11/21/2013,Vikarabad,India,Food,171591
10/13/2014,Bhuj,India,Bills,43494
8/29/2014,Neyveli (TS),India,Fuel,29695
11/20/2013,Chittur-Thathamangalam,India,Grocery,86959
12/30/2013,Barbil,India,Fuel,287224
9/27/2014,Jind,India,Fuel,57331
11/27/2014,Ujhani,India,Food,49034
5/10/2015,Lunawada,India,Food,166492
4/15/2015,Sidhi,India,Entertainment,263728
5/30/2014,Mhow Cantonment,India,Fuel,226960
12/16/2014,Seoni-Malwa,India,Fuel,141318
8/21/2014,Visakhapatnam,India,Fuel,276571
12/17/2014,Wadi,India,Bills,267305
7/13/2014,Sirsa,India,Grocery,242151
8/23/2014,Thrissur,India,Entertainment,259476
12/11/2014,Vaniyambadi,India,Grocery,175194
5/10/2015,Udaipurwati,India,Bills,73085
2/14/2015,Pithapuram,India,Food,264604
12/17/2013,Wokha,India,Food,172193
12/31/2013,Tuljapur,India,Bills,216861
4/28/2015,Tuljapur,India,Entertainment,124386
12/18/2013,Nandurbar,India,Bills,295111
10/17/2013,Kakinada,India,Bills,155208
1/30/2014,Moradabad,India,Food,257626
4/13/2015,Gobichettipalayam,India,Entertainment,4113
4/17/2015,Shahabad Rampur,India,Bills,119349
4/20/2015,Mahasamund,India,Entertainment,260431
10/15/2013,Mira-Bhayandar,India,Bills,125738
12/12/2013,Belagavi,India,Fuel,76193
5/23/2015,Mandla,India,Bills,144355
4/28/2014,Maner,India,Grocery,91315
12/28/2014,Palwal,India,Entertainment,10479
10/30/2013,Neyyattinkara,India,Entertainment,33291
2/19/2015,Padrauna,India,Grocery,41457
4/27/2015,Alappuzha,India,Food,295341
12/17/2014,Bhadrak,India,Bills,256485
11/22/2013,Radhanpur,India,Grocery,101680
10/16/2014,Thane,India,Bills,7214
10/15/2013,Rajula,India,Entertainment,238561
9/20/2014,Gudur,India,Bills,175474
12/24/2014,Ranibennur,India,Food,94706
10/12/2013,Usilampatti,India,Fuel,283879
5/25/2014,Mandi Dabwali,India,Grocery,53148
1/29/2015,Shoranur,India,Entertainment,131171
10/14/2014,Narsinghgarh,India,Bills,93132
4/28/2015,Raipur,India,Fuel,103575
10/21/2013,Mavoor,India,Grocery,124111
11/18/2013,Kothagudem,India,Fuel,188980
2/24/2015,Jagtial,India,Grocery,288762
9/18/2014,Dalli-Rajhara,India,Grocery,272894
3/16/2014,Sehore,India,Entertainment,9511
5/11/2014,Palacole,India,Entertainment,28466
1/23/2014,Sanduru,India,Bills,84421
11/23/2014,Mandla,India,Fuel,166116
11/15/2013,Erode,India,Food,228837
4/20/2014,Panchkula,India,Grocery,189693
1/17/2014,Dhamtari,India,Bills,141854
4/25/2014,Siliguri,India,Food,257212
12/31/2013,Soron,India,Entertainment,238823
9/20/2014,Patna,India,Fuel,25673
11/23/2014,Manwath,India,Grocery,52433
5/28/2014,Patan,India,Entertainment,189648
11/12/2013,Adityapur,India,Food,296944
3/13/2014,Sirkali,India,Grocery,14468
6/27/2014,Usilampatti,India,Entertainment,11709
12/24/2013,Tanda,India,Bills,140229
4/25/2015,Vapi,India,Bills,265533
4/28/2015,Nawada,India,Food,19804
12/26/2013,Phulabani,India,Fuel,295842
12/24/2014,Fatehpur Sikri,India,Entertainment,293840
5/31/2014,Limbdi,India,Bills,99431
6/22/2014,Ashok Nagar,India,Bills,237251
2/10/2015,Yavatmal,India,Fuel,196241
10/30/2014,Raisen,India,Fuel,2244
10/11/2014,Palia Kalan,India,Bills,133091
7/14/2014,Malappuram,India,Bills,32498
1/15/2014,Kozhikode,India,Bills,199232
8/16/2014,Sailu,India,Entertainment,106045
4/13/2015,Suar,India,Food,214205
1/22/2015,Dhubri,India,Fuel,25843
12/21/2014,Guntur,India,Grocery,236140
11/11/2013,Pen,India,Grocery,109411
4/21/2014,Jharsuguda,India,Fuel,26412
3/10/2014,Sangaria,India,Food,40805
3/27/2015,Aurangabad,India,Fuel,104069
4/17/2015,Naidupet,India,Food,70789
11/10/2013,Mandsaur,India,Fuel,176620
4/17/2014,Vellakoil,India,Grocery,3967
1/11/2015,Robertson Pet,India,Entertainment,9238
10/19/2013,Osmanabad,India,Bills,239468
12/24/2013,Arakkonam,India,Bills,182959
12/17/2014,Bhadrachalam,India,Entertainment,219511
10/26/2013,Ludhiana,India,Food,149950
7/29/2014,Kishanganj,India,Entertainment,231166
10/12/2014,Tiptur,India,Fuel,270721
10/20/2013,Adilabad,India,Food,80193
10/13/2014,Bharuch,India,Grocery,198527
5/12/2015,Utraula,India,Entertainment,182143
10/31/2013,Ranebennuru,India,Grocery,48178
4/21/2015,Patti,India,Food,28811
5/16/2015,Mahasamund,India,Fuel,241057
10/22/2014,Ahmednagar,India,Entertainment,140295
6/28/2014,Sainthia,India,Fuel,275029
3/12/2015,Nokha,India,Entertainment,151930
1/15/2015,Darbhanga,India,Fuel,169093
3/30/2015,Valsad,India,Grocery,5771
5/24/2014,Karaikal,India,Food,63906
12/12/2014,Thangadh,India,Entertainment,281454
2/20/2015,Fatehpur Sikri,India,Entertainment,291981
5/19/2014,Arambagh,India,Grocery,153655
1/14/2015,Sidhpur,India,Entertainment,139030
12/23/2014,Umarga,India,Fuel,186751
5/10/2014,Sujangarh,India,Entertainment,293458
2/18/2015,Chikkamagaluru,India,Grocery,37097
2/19/2014,Mainaguri,India,Fuel,30804
3/19/2014,Davanagere,India,Bills,161322
6/22/2014,Taliparamba,India,Fuel,103616
3/30/2014,Nabadwip,India,Fuel,249529
12/11/2013,Rohtak,India,Fuel,191576
8/23/2014,Kharagpur,India,Grocery,87144
7/19/2014,Sahibganj,India,Grocery,152835
4/27/2014,Pilani,India,Entertainment,11790
12/17/2013,Pratapgarh,India,Grocery,282812
10/24/2014,Wani,India,Bills,105924
11/24/2013,Markapur,India,Entertainment,33186
10/24/2013,Keshod,India,Bills,55571
5/15/2015,Uran Islampur,India,Entertainment,181513
11/13/2013,Pondicherry,India,Food,172156
1/25/2015,Saharanpur,India,Fuel,148674
5/25/2015,Narsinghgarh,India,Grocery,254718
1/11/2015,Giridih,India,Bills,204283
12/17/2013,Wanaparthy,India,Fuel,54813
8/11/2014,Nabarangapur,India,Grocery,164846
1/25/2014,Shrigonda,India,Entertainment,104873
12/23/2014,Pithampur,India,Entertainment,21673
12/15/2013,Pathanamthitta,India,Food,24568
5/25/2014,Sanand,India,Bills,137819
2/13/2014,Yavatmal,India,Fuel,128584
1/20/2014,Rajkot,India,Grocery,19699
10/24/2013,Koyilandy,India,Grocery,277060
1/19/2014,Perinthalmanna,India,Bills,121827
2/12/2014,Kandukur,India,Fuel,270582
12/24/2013,Ramgarh,India,Fuel,108293
11/20/2014,Padrauna,India,Bills,213026
9/16/2014,Muddebihal,India,Bills,119215
9/18/2014,Aligarh,India,Bills,249082
6/30/2014,Nuzvid,India,Bills,179577
3/29/2014,Nagpur,India,Entertainment,34887
3/29/2015,Noida,India,Entertainment,129478
4/23/2015,Ramnagar,India,Food,34575
12/27/2014,Surat,India,Grocery,272110
3/18/2014,Naugachhia,India,Grocery,154216
11/26/2013,Rajakhera,India,Grocery,39010
1/10/2015,Akot,India,Fuel,292355
5/31/2014,Raisen,India,Fuel,258916
12/24/2014,Sainthia,India,Fuel,222082
9/14/2014,Motihari,India,Bills,20695
2/12/2015,Pratapgarh,India,Food,86673
2/19/2014,Srikalahasti,India,Bills,220702
11/29/2013,Mandideep,India,Grocery,89349
1/28/2014,Soro,India,Entertainment,298312
6/27/2014,Chirkunda,India,Grocery,189449
6/10/2014,Tarakeswar,India,Food,291571
3/27/2014,Vasai-Virar,India,Food,196687
3/20/2015,Adilabad,India,Bills,122336
2/20/2015,Lunglei,India,Food,145697
5/22/2014,Adoor,India,Bills,6536
11/17/2014,Sardhana,India,Food,189648
10/25/2013,Tundla,India,Entertainment,265749
1/28/2014,Dhuri,India,Fuel,120530
10/14/2014,Viramgam,India,Entertainment,265287
12/10/2013,Moradabad,India,Entertainment,180946
12/16/2013,Taki,India,Entertainment,199043
11/22/2014,Guntakal,India,Bills,61223
3/25/2014,Ponnur,India,Bills,272517
4/28/2014,Sadulpur,India,Entertainment,185772
11/29/2013,Nandurbar,India,Grocery,107940
7/10/2014,Aurangabad,India,Bills,54690
11/19/2014,Charkhi Dadri,India,Entertainment,148633
2/14/2015,Patiala,India,Grocery,2801
8/15/2014,Shahdol,India,Grocery,179857
2/12/2015,Jind,India,Fuel,8332
10/23/2013,Rampurhat,India,Food,196747
12/20/2014,Shamsabad Agra,India,Bills,2832
5/30/2014,Shujalpur,India,Grocery,155545
12/29/2014,Mahuva,India,Grocery,42691
7/17/2014,Sironj,India,Bills,212805
3/28/2015,Muzaffarpur,India,Grocery,201884
11/18/2014,Talcher,India,Food,253433
2/26/2015,Ramachandrapuram,India,Bills,220350
5/12/2014,Palacole,India,Food,175386
8/15/2014,Nadbai,India,Grocery,231524
10/17/2014,Manwath,India,Fuel,200771
4/19/2014,Adityapur,India,Fuel,209829
2/19/2014,Neyveli (TS),India,Grocery,93381
12/25/2013,Hajipur,India,Entertainment,229269
4/25/2014,Jhansi,India,Bills,292691
10/14/2013,Singrauli,India,Food,28518
10/19/2014,Mangrulpir,India,Bills,62960
3/11/2015,Makhdumpur,India,Food,32319
5/24/2014,Amroha,India,Grocery,296502
4/17/2015,Bhilwara,India,Fuel,165749
7/15/2014,Muddebihal,India,Fuel,147717
10/25/2013,Bhilwara,India,Food,89663
12/13/2013,Thrissur,India,Grocery,286655
9/27/2014,Nagina,India,Food,6874
3/24/2015,Chirmiri,India,Fuel,115183
2/22/2015,Davanagere,India,Bills,74543
12/13/2013,Nanded-Waghala,India,Food,224131
12/13/2013,Rosera,India,Fuel,119272
4/25/2015,Barpeta,India,Food,90416
7/31/2014,Moga,India,Bills,177980
3/15/2014,Solan,India,Bills,277084
12/26/2013,Vikramasingapuram,India,Bills,214067
1/21/2015,Nadbai,India,Entertainment,23952
8/10/2014,Shahabad,India,Entertainment,114813
4/24/2015,Raayachuru,India,Food,263881
7/27/2014,Motihari,India,Fuel,238975
4/13/2015,Muvattupuzha,India,Entertainment,143118
3/25/2014,Ballari,India,Grocery,105356
4/20/2015,Raxaul Bazar,India,Fuel,197753
4/22/2015,Rawatbhata,India,Food,136616
12/22/2014,Mathura,India,Entertainment,198888
7/16/2014,Orai,India,Grocery,166763
7/16/2014,Amritsar,India,Fuel,57193
5/17/2014,Chittur-Thathamangalam,India,Fuel,129644
1/20/2015,Nidadavole,India,Grocery,286391
1/17/2015,Bhuj,India,Fuel,32345
1/30/2015,Taliparamba,India,Fuel,234147
1/23/2015,Purnia,India,Entertainment,219615
9/30/2014,Palanpur,India,Fuel,114386
9/25/2014,Gobindgarh,India,Bills,113478
2/12/2015,Shirur,India,Bills,168434
2/26/2014,Vaijapur,India,Fuel,62273
6/26/2014,Siddipet,India,Fuel,102690
4/12/2015,Maner,India,Bills,234921
3/18/2015,Wadgaon Road,India,Food,267183
4/26/2015,Raghogarh-Vijaypur,India,Entertainment,167150
5/14/2015,Ottappalam,India,Grocery,96412
11/27/2013,Zira,India,Food,107759
10/20/2014,Mansa,India,Food,151368
1/22/2015,Masaurhi,India,Bills,96825
12/31/2014,Vijainagar Ajmer,India,Entertainment,79119
11/15/2014,Rishikesh,India,Entertainment,32647
6/24/2014,Rosera,India,Entertainment,71046
2/24/2014,Tirukkoyilur,India,Entertainment,65548
12/29/2014,Rewa,India,Entertainment,103349
11/30/2013,Risod,India,Grocery,31101
5/12/2014,Sherkot,India,Food,228387
3/11/2014,Kapadvanj,India,Fuel,181135
8/18/2014,Raurkela,India,Grocery,229943
3/17/2015,Sattur,India,Bills,214698
10/30/2014,Sillod,India,Food,76373
12/21/2013,Batala,India,Bills,57374
4/21/2014,Hisar,India,Entertainment,156495
3/30/2014,Thane,India,Food,147350
6/30/2014,Pandharkaoda,India,Entertainment,109645
3/26/2015,Seoni,India,Grocery,9327
1/15/2014,Medinipur,India,Entertainment,244923
8/10/2014,Delhi,India,Bills,233668
4/11/2014,Bhatapara,India,Food,23968
8/16/2014,Ramnagar,India,Grocery,299510
5/15/2014,Pithapuram,India,Grocery,248269
4/20/2014,Saunda,India,Bills,200951
3/25/2015,Chennai,India,Grocery,129117
11/25/2014,Pune,India,Food,134555
2/17/2014,Hyderabad,India,Bills,287938
2/27/2014,Kanpur,India,Fuel,200885
10/19/2013,Jaipur,India,Entertainment,127370
10/13/2014,Pune,India,Grocery,86815
1/20/2015,Kolkata,India,Fuel,195958
11/22/2014,Jaipur,India,Fuel,162961
11/28/2014,Surat,India,Bills,12037
3/22/2015,Jaipur,India,Entertainment,181137
1/20/2015,Hyderabad,India,Bills,201657
3/19/2014,Kanpur,India,Entertainment,210460
10/27/2014,Pune,India,Entertainment,266549
4/29/2015,Jaipur,India,Fuel,53841
3/17/2015,Chennai,India,Bills,184571
5/26/2015,Jaipur,India,Entertainment,177359
5/23/2014,Hyderabad,India,Bills,180310
7/11/2014,Chennai,India,Entertainment,278331
11/19/2014,Lucknow,India,Food,220690
1/22/2015,Lucknow,India,Bills,43092
12/18/2014,Chennai,India,Bills,197956
8/29/2014,Kanpur,India,Food,109453
1/23/2014,Pune,India,Food,33455
7/14/2014,Jaipur,India,Entertainment,29507
9/23/2014,Chennai,India,Grocery,7288
8/19/2014,Jaipur,India,Fuel,181495
3/19/2014,Kanpur,India,Bills,154578
9/28/2014,Pune,India,Food,267284
10/25/2014,Surat,India,Fuel,225824
12/25/2013,Surat,India,Food,57264
7/25/2014,Surat,India,Food,59127
10/14/2014,Pune,India,Bills,153105
3/31/2014,Surat,India,Grocery,33319
10/19/2013,Chennai,India,Grocery,197556
8/28/2014,Chennai,India,Grocery,45287
3/16/2015,Pune,India,Food,243777
5/17/2014,Chennai,India,Entertainment,70967
10/26/2014,Lucknow,India,Fuel,119855
1/26/2014,Pune,India,Food,115287
10/11/2013,Pune,India,Food,192824
9/22/2014,Kanpur,India,Bills,161394
12/20/2013,Jaipur,India,Food,275429
11/11/2013,Chennai,India,Food,19754
10/20/2014,Hyderabad,India,Fuel,35502
7/27/2014,Lucknow,India,Fuel,286283
10/18/2014,Jaipur,India,Food,123836
10/29/2013,Kolkata,India,Grocery,147801
10/21/2013,Surat,India,Bills,180608
2/25/2014,Chennai,India,Food,199223
11/28/2013,Surat,India,Bills,4839
12/22/2013,Pune,India,Food,130466
10/10/2014,Surat,India,Fuel,186324
10/27/2013,Kanpur,India,Fuel,88558
1/20/2015,Lucknow,India,Grocery,250230
12/10/2014,Chennai,India,Bills,93284
11/26/2014,Pune,India,Food,182646
10/20/2014,Kolkata,India,Bills,12945
3/12/2014,Kanpur,India,Grocery,85025
3/29/2015,Lucknow,India,Bills,42347
9/15/2014,Hyderabad,India,Grocery,231749
4/17/2015,Kanpur,India,Grocery,81079
8/23/2014,Surat,India,Grocery,8941
5/25/2015,Surat,India,Bills,237612
11/20/2014,Kanpur,India,Fuel,263844
1/16/2015,Kanpur,India,Bills,203937
3/17/2014,Kolkata,India,Food,122389
7/16/2014,Hyderabad,India,Food,47776
11/17/2013,Chennai,India,Grocery,137732
12/19/2014,Jaipur,India,Bills,228081
2/23/2015,Lucknow,India,Entertainment,168379
5/17/2015,Pune,India,Grocery,63630
3/30/2015,Lucknow,India,Food,116226
4/16/2014,Chennai,India,Grocery,198685
2/12/2015,Hyderabad,India,Fuel,287753
10/17/2014,Surat,India,Food,124636
2/10/2014,Surat,India,Grocery,12334
2/28/2015,Jaipur,India,Food,249615
12/15/2013,Jaipur,India,Entertainment,176755
9/15/2014,Surat,India,Bills,75886
11/28/2013,Hyderabad,India,Fuel,60038
11/24/2013,Kanpur,India,Bills,273614
8/21/2014,Kanpur,India,Fuel,40850
7/18/2014,Hyderabad,India,Fuel,22092
11/15/2014,Pune,India,Fuel,15441
1/28/2015,Lucknow,India,Entertainment,250570
1/15/2015,Kolkata,India,Fuel,152441
2/20/2014,Chennai,India,Bills,236230
5/10/2014,Surat,India,Fuel,198536
2/19/2015,Pune,India,Bills,63547
8/14/2014,Surat,India,Food,243401
4/30/2014,Kolkata,India,Food,262551
9/26/2014,Chennai,India,Grocery,57569
8/26/2014,Jaipur,India,Bills,225247
7/19/2014,Jaipur,India,Food,205561
3/30/2015,Surat,India,Grocery,59982
1/18/2015,Chennai,India,Grocery,72712
4/29/2014,Chennai,India,Bills,185330
12/21/2014,Jaipur,India,Bills,141050
8/13/2014,Hyderabad,India,Grocery,271547
3/24/2015,Chennai,India,Food,118844
3/26/2014,Pune,India,Bills,245490
11/28/2014,Pune,India,Entertainment,21064
12/11/2014,Pune,India,Food,238489
11/19/2014,Hyderabad,India,Food,230645
5/11/2014,Kolkata,India,Bills,261860
5/19/2015,Hyderabad,India,Grocery,192063
5/21/2015,Kanpur,India,Fuel,229216
1/30/2015,Chennai,India,Grocery,237946
7/22/2014,Kanpur,India,Food,63206
4/22/2014,Hyderabad,India,Bills,62390
12/25/2013,Kanpur,India,Fuel,173479
12/30/2014,Jaipur,India,Grocery,161810
11/15/2014,Hyderabad,India,Food,247744
10/15/2013,Kanpur,India,Food,168946
1/17/2014,Kolkata,India,Grocery,297513
10/31/2014,Chennai,India,Grocery,35854
11/30/2014,Hyderabad,India,Grocery,246262
8/31/2014,Surat,India,Entertainment,259450
4/26/2015,Surat,India,Food,147190
9/22/2014,Kolkata,India,Entertainment,263438
10/23/2013,Surat,India,Bills,28965
1/22/2014,Pune,India,Grocery,243350
3/11/2015,Jaipur,India,Fuel,21522
5/10/2014,Lucknow,India,Bills,146071
3/27/2015,Jaipur,India,Bills,22515
12/19/2013,Surat,India,Grocery,280075
3/14/2014,Surat,India,Bills,298201
9/21/2014,Hyderabad,India,Fuel,141394
3/29/2015,Lucknow,India,Entertainment,63405
5/20/2015,Pune,India,Grocery,110618
4/28/2014,Kanpur,India,Food,163841
11/15/2014,Jaipur,India,Bills,17988
10/25/2013,Surat,India,Food,250973
4/26/2014,Hyderabad,India,Grocery,60535
6/21/2014,Lucknow,India,Fuel,220638
3/10/2015,Pune,India,Entertainment,266321
4/11/2014,Kolkata,India,Bills,35721
8/22/2014,Chennai,India,Bills,291142
1/22/2014,Chennai,India,Bills,66641
3/19/2015,Lucknow,India,Entertainment,182631
11/27/2013,Chennai,India,Bills,181466
4/21/2014,Jaipur,India,Grocery,266302
12/12/2013,Chennai,India,Bills,56847
11/26/2013,Kolkata,India,Food,203312
1/15/2015,Jaipur,India,Entertainment,65836
12/14/2014,Jaipur,India,Food,164810
11/28/2013,Surat,India,Fuel,272274
3/25/2014,Surat,India,Fuel,24954
10/23/2013,Kanpur,India,Fuel,84892
7/11/2014,Surat,India,Fuel,168561
11/11/2014,Jaipur,India,Grocery,183475
11/15/2013,Jaipur,India,Bills,24332
6/19/2014,Kanpur,India,Grocery,42733
10/28/2013,Kanpur,India,Entertainment,249238
2/10/2015,Kanpur,India,Grocery,151978
7/25/2014,Kolkata,India,Fuel,103499
3/25/2015,Kanpur,India,Grocery,213139
5/22/2015,Pune,India,Food,218270
6/25/2014,Surat,India,Entertainment,56653
3/11/2014,Kolkata,India,Food,236825
10/15/2014,Hyderabad,India,Grocery,124510
12/31/2014,Surat,India,Food,275614
5/11/2015,Kolkata,India,Grocery,184728
5/12/2014,Hyderabad,India,Entertainment,234416
5/20/2015,Pune,India,Fuel,240237
12/17/2013,Kanpur,India,Fuel,253552
4/16/2014,Lucknow,India,Food,96099
11/15/2014,Hyderabad,India,Food,100700
2/20/2014,Surat,India,Entertainment,48596
10/19/2014,Surat,India,Entertainment,298770
1/11/2014,Lucknow,India,Entertainment,159715
12/21/2014,Kolkata,India,Bills,134411
8/26/2014,Hyderabad,India,Grocery,210633
12/23/2014,Chennai,India,Grocery,254663
4/19/2015,Kanpur,India,Bills,80587
1/18/2015,Hyderabad,India,Bills,106003
12/17/2013,Kolkata,India,Bills,213406
3/22/2015,Kanpur,India,Bills,198714
3/22/2015,Kanpur,India,Bills,239482
7/26/2014,Jaipur,India,Food,146149
1/29/2014,Lucknow,India,Bills,25712
1/20/2014,Kanpur,India,Fuel,14677
10/31/2013,Kanpur,India,Grocery,111158
2/24/2014,Kolkata,India,Entertainment,212445
3/27/2014,Jaipur,India,Entertainment,89850
3/16/2014,Hyderabad,India,Grocery,103191
7/27/2014,Surat,India,Entertainment,251935
12/30/2013,Jaipur,India,Entertainment,188696
4/27/2015,Kolkata,India,Food,96167
4/14/2014,Kolkata,India,Fuel,77973
12/23/2014,Jaipur,India,Food,199679
1/16/2014,Surat,India,Food,215824
12/23/2014,Lucknow,India,Grocery,218272
6/13/2014,Jaipur,India,Grocery,232618
8/29/2014,Chennai,India,Fuel,42127
9/24/2014,Hyderabad,India,Food,162178
8/25/2014,Jaipur,India,Fuel,57138
